epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
367,2869.34,0.79385,0.59122,2.00245,0.71695,0.81091,0.8295,0.70796,0.68637,0.58545,2.14356,0.00999638,0.00999638,0.00999638
368,2876.35,0.77982,0.58126,2.01605,0.72116,0.85714,0.83886,0.72789,0.64694,0.58669,2.14287,0.00999637,0.00999637,0.00999637
369,2883.52,0.79427,0.58794,1.99976,0.74297,0.81836,0.84555,0.72491,0.65296,0.59241,2.15692,0.00999636,0.00999636,0.00999636
370,2890.11,0.7789,0.57901,2.03496,0.70068,0.83666,0.82825,0.71163,0.68837,0.58251,2.11591,0.00999635,0.00999635,0.00999635
371,2896.81,0.80535,0.56696,2.00521,0.73143,0.85878,0.85781,0.73839,0.65245,0.56428,2.14318,0.00999634,0.00999634,0.00999634
372,2903.39,0.79983,0.5823,2.00982,0.75191,0.8423,0.86177,0.74247,0.6471,0.55939,2.14484,0.00999633,0.00999633,0.00999633
373,2909.99,0.81726,0.56366,1.97544,0.71475,0.78751,0.81543,0.7068,0.68617,0.57543,2.12115,0.00999632,0.00999632,0.00999632
374,2916.43,0.81702,0.57773,1.98303,0.75142,0.84484,0.86265,0.74173,0.67081,0.56171,2.13363,0.00999631,0.00999631,0.00999631
375,2923.18,0.76587,0.58154,2.00194,0.77753,0.81351,0.86954,0.75079,0.67977,0.58021,2.11877,0.0099963,0.0099963,0.0099963
376,2930.28,0.82557,0.58322,1.99481,0.74965,0.78442,0.83252,0.72344,0.65557,0.58585,2.12525,0.00999629,0.00999629,0.00999629
377,2937.11,0.78613,0.56787,2.03583,0.8035,0.83273,0.88188,0.75606,0.67967,0.56615,2.13583,0.00999628,0.00999628,0.00999628
378,2943.74,0.7636,0.55451,2.03034,0.77548,0.8379,0.86795,0.75645,0.63485,0.54927,2.11476,0.00999627,0.00999627,0.00999627
379,2950.52,0.7894,0.55803,2.03929,0.73797,0.87688,0.86411,0.74912,0.66649,0.54631,2.09769,0.00999626,0.00999626,0.00999626
380,2957.29,0.7769,0.55877,1.95691,0.77605,0.84967,0.87289,0.75512,0.66674,0.55605,2.13164,0.00999625,0.00999625,0.00999625
381,2963.85,0.78498,0.55931,1.98996,0.72987,0.8613,0.85638,0.7362,0.67537,0.54858,2.09366,0.00999624,0.00999624,0.00999624
382,2970.61,0.76187,0.54735,2.00776,0.76232,0.84052,0.86441,0.74255,0.6769,0.54661,2.09207,0.00999623,0.00999623,0.00999623
383,2977.32,0.79841,0.58563,1.97325,0.76905,0.84623,0.86318,0.73729,0.66287,0.56439,2.13751,0.00999622,0.00999622,0.00999622
384,2984.06,0.78421,0.5648,2.00087,0.76649,0.82909,0.85785,0.73612,0.67422,0.55719,2.10505,0.00999621,0.00999621,0.00999621
385,2991.01,0.80928,0.57229,2.02311,0.76742,0.8161,0.85028,0.73592,0.65671,0.54694,2.1001,0.0099962,0.0099962,0.0099962
386,2997.91,0.79997,0.57452,1.95998,0.7385,0.82009,0.84575,0.72577,0.67442,0.56375,2.12524,0.00999619,0.00999619,0.00999619
387,3004.75,0.78165,0.56013,1.94462,0.70722,0.85714,0.83841,0.7283,0.65474,0.55898,2.09263,0.00999618,0.00999618,0.00999618
388,3011.56,0.81523,0.57855,2.02097,0.74709,0.86393,0.86255,0.74814,0.66094,0.55939,2.08454,0.00999617,0.00999617,0.00999617
389,3018.2,0.78859,0.55278,1.95713,0.72568,0.82701,0.83132,0.70472,0.69746,0.56796,2.17039,0.00999616,0.00999616,0.00999616
390,3024.81,0.79037,0.55634,2.01337,0.75749,0.88052,0.87137,0.75377,0.66448,0.55456,2.08525,0.00999615,0.00999615,0.00999615
391,3031.46,0.78682,0.55871,2.0042,0.74406,0.86286,0.8645,0.74535,0.66892,0.53765,2.08501,0.00999614,0.00999614,0.00999614
392,3037.83,0.78393,0.55795,1.99452,0.75081,0.83013,0.84462,0.73166,0.65588,0.53886,2.13577,0.00999613,0.00999613,0.00999613
393,3044.23,0.80273,0.56802,2.00492,0.74776,0.84364,0.85634,0.74032,0.66552,0.54638,2.08492,0.00999612,0.00999612,0.00999612
394,3051.2,0.74962,0.54923,2.01791,0.77538,0.81351,0.85799,0.74381,0.65042,0.54411,2.12178,0.00999611,0.00999611,0.00999611
395,3058.12,0.79423,0.55123,1.9901,0.74146,0.80935,0.83555,0.73318,0.63623,0.54559,2.12521,0.0099961,0.0099961,0.0099961
396,3065.04,0.77365,0.5647,2.01823,0.75225,0.84208,0.85622,0.74432,0.66375,0.5402,2.08979,0.00999609,0.00999609,0.00999609
397,3071.7,0.77892,0.56581,1.97917,0.7334,0.84779,0.85023,0.73713,0.66662,0.55018,2.10277,0.00999608,0.00999608,0.00999608
398,3078.27,0.77908,0.57636,2.01334,0.72431,0.83429,0.83468,0.72966,0.65014,0.54786,2.09721,0.00999607,0.00999607,0.00999607
399,3085.1,0.77557,0.55741,2.00523,0.7372,0.84468,0.84557,0.72772,0.67173,0.54737,2.11016,0.00999606,0.00999606,0.00999606
400,3091.73,0.78505,0.57075,1.98865,0.72845,0.80987,0.82459,0.71773,0.663,0.55911,2.10649,0.00999605,0.00999605,0.00999605
401,3098.41,0.78761,0.57228,2.02231,0.74336,0.80208,0.83933,0.72738,0.68741,0.56248,2.09258,0.00999604,0.00999604,0.00999604
402,3105.33,0.78482,0.57048,2.00284,0.74006,0.81047,0.83174,0.71855,0.66491,0.57328,2.1047,0.00999603,0.00999603,0.00999603
403,3112.2,0.78446,0.5792,2.01164,0.73717,0.83049,0.8423,0.72738,0.66251,0.55229,2.10654,0.00999602,0.00999602,0.00999602
404,3119,0.79859,0.61073,1.96917,0.71714,0.84831,0.82745,0.72294,0.63522,0.57807,2.12055,0.00999601,0.00999601,0.00999601
405,3125.8,0.75457,0.56956,2.0293,0.69415,0.84064,0.82756,0.71149,0.6566,0.58839,2.11532,0.009996,0.009996,0.009996
406,3132.5,0.74265,0.56684,1.9798,0.71439,0.81351,0.80733,0.71174,0.6179,0.58288,2.11577,0.00999599,0.00999599,0.00999599
